Date,Price,Open,High,Low,Volume,Chg%
"Jul 05, 2017","28,051","28,120","28,155","27,845",0.90K,0.03%
"Jul 04, 2017","28,043","27,956","28,169","27,956",1.26K,0.33%
"Jul 03, 2017","27,952","28,300","28,300","27,925",3.24K,-1.21%
"Jun 30, 2017","28,295","28,505","28,505","28,168",8.40K,-0.81%
"Jun 29, 2017","28,527","28,522","28,550","28,380",7.94K,0.15%
"Jun 28, 2017","28,485","28,569","28,660","28,461",7.73K,0.01%
"Jun 27, 2017","28,483","28,411","28,572","28,401",7.63K,0.20%
"Jun 26, 2017","28,426","28,302","28,440","28,264",4.61K,-0.77%
"Jun 23, 2017","28,648","28,596","28,782","28,596",7.10K,0.32%
"Jun 22, 2017","28,557","28,530","28,670","28,519",7.48K,0.22%
"Jun 21, 2017","28,495","28,539","28,575","28,403",9.08K,0.07%
"Jun 20, 2017","28,475","28,470","28,530","28,420",7.69K,0.01%
"Jun 19, 2017","28,473","28,593","28,593","28,460",7.55K,-0.50%
"Jun 16, 2017","28,616","28,697","28,718","28,600",6.78K,-0.24%
"Jun 15, 2017","28,686","28,890","28,890","28,640",11.43K,-0.90%
"Jun 14, 2017","28,946","28,890","29,025","28,802",9.37K,0.29%
"Jun 13, 2017","28,862","28,907","28,916","28,711",7.71K,-0.19%
"Jun 12, 2017","28,917","28,905","28,971","28,851",7.77K,-0.07%
"Jun 09, 2017","28,938","29,001","29,009","28,836",8.98K,-0.38%
"Jun 08, 2017","29,049","29,319","29,345","28,951",12.95K,-1.11%
"Jun 07, 2017","29,376","29,439","29,485","29,310",9.82K,-0.36%
"Jun 06, 2017","29,481","29,220","29,499","29,216",11.14K,1.27%
"Jun 05, 2017","29,111","29,045","29,180","29,045",0.71K,0.56%
"Jun 02, 2017","28,949","28,685","29,011","28,680",0.31K,0.70%
"Jun 01, 2017","28,749","28,877","28,877","28,712",1.77K,-0.54%
"May 31, 2017","28,905","28,683","28,950","28,628",7.83K,0.70%
"May 30, 2017","28,704","28,921","28,960","28,680",9.88K,-0.59%
"May 29, 2017","28,874","28,843","28,928","28,807",4.56K,0.09%
"May 26, 2017","28,847","28,694","28,866","28,674",9.52K,0.73%
"May 25, 2017","28,638","28,769","28,770","28,600",9.93K,-0.28%
"May 24, 2017","28,719","28,770","28,770","28,650",8.69K,-0.31%
"May 23, 2017","28,808","28,804","28,930","28,740",12.50K,0.09%
"May 22, 2017","28,783","28,590","28,799","28,568",9.31K,0.52%
"May 19, 2017","28,634","28,660","28,779","28,531",13.16K,-0.26%
"May 18, 2017","28,710","28,666","28,980","28,551",23.80K,0.34%
"May 17, 2017","28,614","28,170","28,638","28,170",15.92K,1.80%
"May 16, 2017","28,109","28,025","28,159","28,025",7.73K,0.36%
"May 15, 2017","28,008","28,049","28,157","27,996",8.76K,-0.04%
"May 12, 2017","28,019","28,088","28,195","27,985",9.48K,-0.01%
"May 11, 2017","28,022","27,995","28,100","27,945",9.72K,0.05%
"May 10, 2017","28,007","28,060","28,146","27,981",9.28K,0.09%
"May 09, 2017","27,981","28,125","28,192","27,947",10.10K,-0.49%
"May 08, 2017","28,119","28,145","28,255","28,097",7.85K,-0.23%
"May 05, 2017","28,184","28,136","28,382","28,135",0.06K,0.44%
"May 04, 2017","28,060","28,400","28,482","28,025",0.08K,-1.79%
"May 03, 2017","28,571","28,630","28,640","28,459",0.09K,0.00%
"May 02, 2017","28,571","28,664","28,680","28,530",0.49K,-0.29%
"May 01, 2017","28,654","28,834","28,868","28,600",1.64K,-0.76%
"Apr 28, 2017","28,872","28,843","28,925","28,800",6.44K,0.31%
"Apr 27, 2017","28,784","28,805","28,848","28,720",7.61K,0.09%
"Apr 26, 2017","28,757","28,800","28,837","28,671",9.06K,-0.24%
"Apr 25, 2017","28,827","29,090","29,090","28,802",9.72K,-1.03%
"Apr 24, 2017","29,128","29,290","29,290","28,935",12.03K,-1.03%
"Apr 21, 2017","29,432","29,282","29,460","29,240",8.98K,0.42%
"Apr 20, 2017","29,308","29,250","29,350","29,220",9.34K,-0.02%
"Apr 19, 2017","29,313","29,425","29,425","29,200",10.30K,-0.69%
"Apr 18, 2017","29,518","29,370","29,540","29,227",13.29K,0.43%
"Apr 17, 2017","29,392","29,389","29,433","29,325",8.04K,0.12%
"Apr 13, 2017","29,358","29,270","29,393","29,238",9.67K,0.58%
"Apr 12, 2017","29,189","29,150","29,265","29,132",9.96K,0.14%
"Apr 11, 2017","29,149","28,750","29,183","28,725",13.44K,1.57%
"Apr 10, 2017","28,699","28,651","28,765","28,560",7.97K,0.17%
"Apr 07, 2017","28,650","28,750","28,989","28,607",13.73K,-0.16%
"Apr 06, 2017","28,697","28,878","28,991","28,675",8.81K,0.28%
"Apr 05, 2017","28,617","28,803","29,019","28,535",0.33K,-1.18%
"Apr 04, 2017","28,960","28,975","29,064","28,878",0.09K,0.84%
"Apr 03, 2017","28,720","28,607","28,790","28,580",1.45K,0.38%
"Mar 31, 2017","28,612","28,511","28,688","28,480",6.93K,0.19%
"Mar 30, 2017","28,559","28,716","28,764","28,525",8.22K,-0.71%
"Mar 29, 2017","28,762","28,792","28,792","28,687",6.69K,-0.38%
"Mar 28, 2017","28,872","28,839","28,910","28,784",7.33K,0.11%
"Mar 27, 2017","28,839","28,850","28,985","28,800",9.09K,0.10%
"Mar 24, 2017","28,809","28,750","28,840","28,714",7.95K,-0.02%
"Mar 23, 2017","28,816","28,829","28,960","28,751",11.08K,-0.24%
"Mar 22, 2017","28,886","28,801","28,993","28,801",11.12K,0.11%
"Mar 21, 2017","28,853","28,462","28,893","28,391",14.91K,1.17%
"Mar 20, 2017","28,518","28,580","28,630","28,487",7.81K,-0.04%
"Mar 17, 2017","28,528","28,498","28,550","28,461",7.11K,0.32%
"Mar 16, 2017","28,436","28,090","28,594","28,090",14.14K,1.49%
"Mar 15, 2017","28,019","28,050","28,058","27,932",10.78K,-0.29%
"Mar 14, 2017","28,100","28,349","28,349","28,080",10.24K,-0.68%
"Mar 13, 2017","28,291","28,436","28,436","28,263",4.31K,-0.44%
"Mar 10, 2017","28,417","28,420","28,523","28,305",11.57K,-0.26%
"Mar 09, 2017","28,491","28,610","28,639","28,440",10.85K,-0.59%
"Mar 08, 2017","28,660","28,799","28,806","28,622",9.37K,-0.46%
"Mar 07, 2017","28,791","28,969","28,979","28,765",10.09K,-0.65%
"Mar 06, 2017","28,979","29,100","29,218","28,960",10.37K,-1.57%
"Mar 03, 2017","29,442","29,300","30,079","29,051",0.21K,0.81%
"Mar 02, 2017","29,204","29,499","29,500","29,161",0.43K,-1.10%
"Mar 01, 2017","29,529","29,455","29,595","29,118",2.23K,-0.21%
"Feb 28, 2017","29,592","29,705","29,705","29,532",8.54K,-0.47%
"Feb 27, 2017","29,732","29,575","29,757","29,532",7.87K,0.40%
"Feb 24, 2017","29,613","29,481","29,635","29,481",6.28K,0.59%
"Feb 23, 2017","29,440","29,245","29,464","29,217",12.21K,0.74%
"Feb 22, 2017","29,223","29,285","29,349","29,190",8.98K,-0.31%
"Feb 21, 2017","29,314","29,230","29,334","29,088",10.55K,-0.03%
"Feb 20, 2017","29,324","29,330","29,356","29,189",5.98K,-0.12%
"Feb 17, 2017","29,359","29,327","29,412","29,290",9.65K,-0.06%
"Feb 16, 2017","29,377","29,186","29,438","29,173",12.51K,0.82%
"Feb 15, 2017","29,138","29,030","29,166","28,880",11.10K,0.38%
"Feb 14, 2017","29,027","29,088","29,210","28,977",11.12K,-0.10%
"Feb 13, 2017","29,057","29,116","29,199","28,981",8.23K,-0.47%
"Feb 10, 2017","29,195","29,050","29,222","28,875",11.84K,0.27%
"Feb 09, 2017","29,115","29,349","29,419","29,080",12.95K,-0.87%
"Feb 08, 2017","29,371","29,325","29,445","29,258",10.85K,0.08%
"Feb 07, 2017","29,348","29,250","29,370","29,215",11.60K,0.50%
"Feb 06, 2017","29,202","28,965","29,224","28,965",10.16K,0.12%
"Feb 03, 2017","29,166","29,030","29,494","28,900",0.24K,0.35%
"Feb 02, 2017","29,064","29,150","29,175","28,950",0.38K,0.29%
"Feb 01, 2017","28,981","29,155","29,463","28,811",4.27K,-0.65%
"Jan 31, 2017","29,172","28,700","29,233","28,700",7.61K,1.85%
"Jan 30, 2017","28,642","28,479","28,688","28,420",7.21K,0.68%
"Jan 27, 2017","28,449","28,387","28,480","28,171",10.48K,-0.08%
"Jan 25, 2017","28,472","28,750","28,750","28,322",11.58K,-1.19%
"Jan 24, 2017","28,815","28,863","28,875","28,780",6.70K,-0.21%
"Jan 23, 2017","28,876","28,798","28,920","28,781",9.61K,0.67%
"Jan 20, 2017","28,685","28,680","28,790","28,583",11.51K,0.34%
"Jan 19, 2017","28,588","28,738","28,738","28,515",12.64K,-0.92%
"Jan 18, 2017","28,852","28,830","28,875","28,736",9.25K,0.19%
"Jan 17, 2017","28,797","28,620","28,824","28,620",13.35K,0.69%
"Jan 16, 2017","28,601","28,564","28,691","28,557",8.01K,0.57%
"Jan 13, 2017","28,440","28,469","28,482","28,301",11.16K,-0.08%
"Jan 12, 2017","28,463","28,398","28,565","28,392",12.93K,0.39%
"Jan 11, 2017","28,353","28,234","28,399","28,155",13.18K,0.51%
"Jan 10, 2017","28,210","28,132","28,326","28,083",11.75K,0.31%
"Jan 09, 2017","28,124","28,080","28,150","27,903",9.48K,0.59%
"Jan 06, 2017","27,960","28,001","28,099","27,870",12.12K,-3.22%
"Jan 05, 2017","28,890","28,269","28,925","28,183",0.23K,2.87%
"Jan 04, 2017","28,085","28,080","28,158","27,987",0.72K,-0.06%
"Jan 03, 2017","28,102","27,860","28,134","27,770",0.96K,0.98%
"Jan 02, 2017","27,828","27,673","27,860","27,670",1.43K,0.46%
"Dec 30, 2016","27,700","27,840","27,889","27,670",8.35K,-0.40%
"Dec 29, 2016","27,810","27,580","27,837","27,580",7.75K,0.98%
"Dec 28, 2016","27,539","27,575","27,590","27,441",5.90K,0.39%
"Dec 27, 2016","27,431","27,199","27,720","27,199",10.79K,0.70%
"Dec 26, 2016","27,241","27,170","27,280","27,101",3.07K,0.20%
"Dec 23, 2016","27,186","27,126","27,220","27,072",6.30K,0.13%
"Dec 22, 2016","27,152","27,077","27,293","26,980",11.29K,0.18%
"Dec 21, 2016","27,103","27,282","27,336","27,081",9.46K,-0.58%
"Dec 20, 2016","27,262","27,328","27,351","27,153",10.67K,-0.47%
"Dec 19, 2016","27,392","27,400","27,420","27,289",7.23K,0.31%
"Dec 16, 2016","27,308","27,140","27,414","27,101",13.48K,0.66%
"Dec 15, 2016","27,130","27,730","27,730","27,021",18.56K,-2.22%
"Dec 14, 2016","27,746","27,750","27,826","27,713",7.06K,0.13%
"Dec 13, 2016","27,710","27,766","27,828","27,650",7.07K,-0.48%
"Dec 12, 2016","27,843","27,670","27,927","27,551",8.95K,0.51%
"Dec 09, 2016","27,701","27,845","27,885","27,671",8.95K,-0.70%
"Dec 08, 2016","27,896","28,022","28,063","27,875",8.56K,-0.52%
"Dec 07, 2016","28,043","27,944","28,134","27,924",9.90K,0.35%
"Dec 06, 2016","27,944","28,151","28,192","27,911",8.66K,-1.03%
"Dec 05, 2016","28,236","28,435","28,530","27,950",0.46K,-0.73%
"Dec 02, 2016","28,445","28,310","28,450","28,300",0.82K,1.36%
"Dec 01, 2016","28,062","28,450","28,450","27,951",2.10K,-1.29%
"Nov 30, 2016","28,428","28,789","28,845","28,267",9.71K,-1.47%
"Nov 29, 2016","28,853","28,763","28,896","28,680",7.06K,0.21%
"Nov 28, 2016","28,793","28,980","29,068","28,700",8.36K,0.43%
"Nov 25, 2016","28,671","28,701","28,750","28,331",13.01K,-0.50%
"Nov 24, 2016","28,816","28,806","28,859","28,700",7.08K,-0.24%
"Nov 23, 2016","28,885","29,241","29,254","28,767",10.85K,-1.02%
"Nov 22, 2016","29,182","29,260","29,293","29,101",6.68K,-0.05%
"Nov 21, 2016","29,197","29,039","29,295","29,009",7.82K,0.66%
"Nov 18, 2016","29,005","29,170","29,170","28,838",11.52K,-0.62%
"Nov 17, 2016","29,185","29,442","29,462","29,139",9.52K,-0.94%
"Nov 16, 2016","29,463","29,519","29,590","29,387",8.17K,0.24%
"Nov 15, 2016","29,391","29,640","29,650","29,270",10.54K,-0.96%
"Nov 14, 2016","29,676","29,351","29,797","29,331",9.52K,0.73%
"Nov 11, 2016","29,461","29,881","30,022","29,333",17.73K,-1.75%
"Nov 10, 2016","29,986","30,000","30,243","29,868",15.67K,0.08%
"Nov 09, 2016","29,961","30,191","31,407","29,900",42.74K,0.21%
"Nov 08, 2016","29,899","30,149","30,400","29,766",19.27K,-0.73%
"Nov 07, 2016","30,118","30,515","30,515","30,070",13.03K,-1.86%
"Nov 04, 2016","30,689","30,566","30,770","30,550",0.15K,0.05%
"Nov 03, 2016","30,674","30,663","30,700","30,300",0.33K,-0.28%
"Nov 02, 2016","30,759","30,489","30,804","30,425",0.87K,1.42%
"Nov 01, 2016","30,329","30,073","30,385","30,062",2.26K,0.90%
"Oct 31, 2016","30,057","30,155","30,155","30,001",2.10K,-0.31%
"Oct 30, 2016","30,151","30,120","30,160","30,113",0.94K,0.07%
"Oct 28, 2016","30,131","30,045","30,181","29,710",12.75K,0.26%
"Oct 27, 2016","30,054","29,910","30,080","29,910",5.85K,0.47%
"Oct 26, 2016","29,913","30,053","30,151","29,880",8.05K,-0.40%
"Oct 25, 2016","30,034","29,852","30,090","29,716",8.20K,0.72%
"Oct 24, 2016","29,820","29,910","29,980","29,766",12.86K,-0.39%
"Oct 21, 2016","29,936","29,835","29,960","29,800",7.31K,0.15%
"Oct 20, 2016","29,891","29,950","30,049","29,857",10.01K,0.03%
"Oct 19, 2016","29,883","29,760","29,969","29,740",10.19K,0.37%
"Oct 18, 2016","29,773","29,700","29,830","29,671",11.12K,0.33%
"Oct 17, 2016","29,675","29,651","29,707","29,584",6.55K,0.12%
"Oct 14, 2016","29,638","29,748","29,749","29,454",11.88K,-0.20%
"Oct 13, 2016","29,697","29,700","29,873","29,682",10.06K,0.12%
"Oct 12, 2016","29,662","29,680","29,742","29,579",4.85K,-0.17%
"Oct 11, 2016","29,712","29,611","29,776","29,611",3.93K,0.17%
"Oct 10, 2016","29,662","29,700","29,900","29,634",10.71K,0.24%
"Oct 07, 2016","29,591","29,700","29,898","29,355",19.55K,-0.08%
"Oct 06, 2016","29,615","29,861","29,982","29,582",14.16K,-1.30%
"Oct 05, 2016","30,004","30,215","30,350","29,925",0.07K,-0.21%
"Oct 04, 2016","30,068","30,705","30,872","30,030",0.23K,-2.21%
"Oct 03, 2016","30,749","30,841","31,000","30,695",1.89K,-0.21%
"Sep 30, 2016","30,814","31,119","31,287","30,767",9.47K,-1.31%
"Sep 29, 2016","31,224","30,951","31,243","30,950",12.64K,0.84%
"Sep 28, 2016","30,963","31,002","31,051","30,882",8.99K,-0.13%
"Sep 27, 2016","31,003","31,290","31,290","30,986",13.08K,-1.11%
"Sep 26, 2016","31,351","31,251","31,369","31,224",9.62K,0.20%
"Sep 23, 2016","31,288","31,271","31,334","31,220",9.70K,-0.15%
"Sep 22, 2016","31,335","31,284","31,373","31,181",13.72K,0.41%
"Sep 21, 2016","31,207","30,948","31,235","30,800",18.51K,1.02%
"Sep 20, 2016","30,892","30,989","31,027","30,847",10.83K,-0.14%
"Sep 19, 2016","30,936","30,941","31,010","30,915",8.32K,0.28%
"Sep 16, 2016","30,851","30,930","30,961","30,831",8.84K,-0.32%
"Sep 15, 2016","30,950","31,149","31,249","30,850",17.17K,-0.48%
"Sep 14, 2016","31,100","31,100","31,159","31,066",8.48K,-0.13%
"Sep 13, 2016","31,141","31,130","31,218","31,087",7.06K,0.17%
"Sep 12, 2016","31,087","31,332","31,332","31,041",14.03K,-0.56%
"Sep 09, 2016","31,261","31,256","31,335","31,166",11.47K,0.07%
"Sep 08, 2016","31,239","31,313","31,410","31,188",12.94K,-0.31%
"Sep 07, 2016","31,336","31,444","31,482","31,280",12.68K,-0.21%
"Sep 06, 2016","31,401","31,055","31,431","30,968",14.61K,1.21%
"Sep 05, 2016","31,025","31,000","31,060","30,960",2.48K,0.40%
