Date,Price,Open,High,Low,Volume,Chg%
"Jul 11, 2014","28,441","28,517","28,579","28,302",15.11K,-0.43%
"Jul 10, 2014","28,565","27,650","28,649","27,560",40.70K,3.25%
"Jul 09, 2014","27,667","27,620","27,771","27,612",11.34K,0.26%
"Jul 08, 2014","27,594","27,582","27,725","27,460",15.21K,0.11%
"Jul 07, 2014","27,564","27,611","27,611","27,455",11.21K,-1.25%
"Jul 04, 2014","27,913","27,884","27,975","27,755",0.26K,0.40%
"Jul 03, 2014","27,802","27,552","27,900","27,552",1.20K,0.05%
"Jul 02, 2014","27,788","27,950","28,225","27,750",2.88K,-0.67%
"Jul 01, 2014","27,975","28,210","28,277","27,950",4.41K,-0.36%
"Jun 30, 2014","28,076","28,000","28,185","27,967",8.76K,0.05%
"Jun 27, 2014","28,063","28,201","28,236","28,005",9.92K,-0.22%
"Jun 26, 2014","28,126","28,190","28,208","27,935",17.38K,-0.34%
"Jun 25, 2014","28,221","28,121","28,290","28,057",14.01K,0.19%
"Jun 24, 2014","28,167","28,099","28,369","27,860",17.40K,0.20%
"Jun 23, 2014","28,111","28,245","28,267","28,035",12.31K,-0.15%
"Jun 20, 2014","28,154","28,150","28,349","27,977",18.08K,-0.02%
"Jun 19, 2014","28,160","27,313","28,199","27,313",21.91K,2.95%
"Jun 18, 2014","27,353","27,351","27,538","27,230",14.47K,-0.24%
"Jun 17, 2014","27,418","27,306","27,488","27,135",13.70K,0.08%
"Jun 16, 2014","27,395","27,255","27,644","27,255",12.66K,0.59%
"Jun 13, 2014","27,235","27,020","27,289","26,988",10.27K,0.82%
"Jun 12, 2014","27,014","26,740","27,050","26,640",14.16K,1.04%
"Jun 11, 2014","26,736","26,720","26,780","26,527",13.56K,0.09%
"Jun 10, 2014","26,712","26,585","26,738","26,475",11.67K,0.63%
"Jun 09, 2014","26,545","26,400","26,570","26,278",8.47K,0.55%
"Jun 06, 2014","26,400","26,548","26,600","26,350",11.55K,-1.39%
"Jun 05, 2014","26,771","26,800","26,860","26,605",0.07K,0.24%
"Jun 04, 2014","26,708","26,582","26,910","26,582",0.13K,-0.09%
"Jun 03, 2014","26,732","26,756","26,874","26,592",0.45K,0.40%
"Jun 02, 2014","26,626","27,012","27,130","26,520",2.92K,-1.93%
"May 30, 2014","27,151","26,915","27,215","26,862",12.89K,0.62%
"May 29, 2014","26,984","26,945","27,083","26,661",18.00K,-0.01%
"May 28, 2014","26,987","27,032","27,100","26,853",15.20K,-0.37%
"May 27, 2014","27,087","27,567","27,598","27,010",19.86K,-1.81%
"May 26, 2014","27,586","27,544","27,620","27,421",11.50K,0.21%
"May 23, 2014","27,528","27,400","27,584","27,281",13.71K,0.52%
"May 22, 2014","27,386","27,504","27,640","27,252",24.65K,-0.42%
"May 21, 2014","27,501","28,445","28,540","27,432",31.58K,-3.25%
"May 20, 2014","28,424","28,291","28,460","28,253",15.28K,0.31%
"May 19, 2014","28,336","28,275","28,475","28,233",11.59K,0.05%
"May 16, 2014","28,322","28,575","28,575","28,251",11.49K,-1.06%
"May 15, 2014","28,624","28,882","28,882","28,575",14.66K,-0.99%
"May 14, 2014","28,911","28,769","28,960","28,769",7.41K,0.83%
"May 13, 2014","28,673","28,787","28,874","28,633",12.74K,-0.65%
"May 12, 2014","28,860","28,732","29,025","28,575",14.22K,0.41%
"May 09, 2014","28,741","28,677","28,877","28,673",10.09K,0.02%
"May 08, 2014","28,734","28,787","28,846","28,665",9.56K,-0.05%
"May 07, 2014","28,747","29,164","29,275","28,725",15.48K,-1.24%
"May 06, 2014","29,109","29,187","29,231","29,081",9.33K,-2.86%
"May 05, 2014","29,967","30,211","30,347","29,834",1.04K,-0.71%
"May 02, 2014","30,182","30,388","30,440","30,080",0.93K,-0.65%
"May 01, 2014","30,380","31,033","31,743","29,914",2.85K,-2.04%
"Apr 30, 2014","31,014","29,602","31,495","29,571",12.25K,4.38%
"Apr 29, 2014","29,713","29,786","29,799","29,607",6.76K,-0.37%
"Apr 28, 2014","29,824","29,895","29,900","29,756",6.68K,0.43%
"Apr 27, 2014","29,695","29,695","29,695","29,695",0,-0.15%
"Apr 25, 2014","29,741","29,750","29,939","29,650",10.18K,-0.04%
"Apr 23, 2014","29,752","29,480","29,775","29,433",9.86K,1.12%
"Apr 22, 2014","29,423","29,550","29,649","29,381",11.70K,-0.42%
"Apr 21, 2014","29,548","29,207","29,599","29,072",13.86K,0.71%
"Apr 19, 2014","29,339","29,339","29,339","29,339",0,0.16%
"Apr 17, 2014","29,293","29,256","29,386","29,185",10.46K,0.01%
"Apr 16, 2014","29,290","29,280","29,320","28,900",16.58K,-0.18%
"Apr 15, 2014","29,342","29,287","29,395","29,059",21.41K,-0.03%
"Apr 14, 2014","29,350","29,095","29,371","29,095",6.09K,0.91%
"Apr 11, 2014","29,085","29,090","29,162","28,973",10.53K,-0.03%
"Apr 10, 2014","29,094","28,757","29,119","28,757",13.70K,1.34%
"Apr 09, 2014","28,710","28,754","28,856","28,653",12.12K,-0.15%
"Apr 08, 2014","28,754","28,639","28,842","28,639",5.74K,0.63%
"Apr 07, 2014","28,574","28,599","28,643","28,481",10.45K,0.09%
"Apr 05, 2014","28,549","28,549","28,549","28,549",0,0.11%
"Apr 04, 2014","28,519","28,400","28,885","28,400",0.19K,0.21%
"Apr 03, 2014","28,460","28,500","28,699","28,365",0.11K,0.20%
"Apr 02, 2014","28,404","28,035","28,470","27,361",0.48K,1.02%
"Apr 01, 2014","28,116","28,432","28,507","28,058",8.84K,-1.24%
"Mar 31, 2014","28,470","28,427","28,778","28,340",12.65K,0.13%
"Mar 28, 2014","28,434","28,488","28,630","28,213",18.09K,-0.31%
"Mar 27, 2014","28,521","28,631","28,740","28,351",17.23K,-0.26%
"Mar 26, 2014","28,595","29,020","29,043","28,335",16.65K,-1.30%
"Mar 25, 2014","28,971","29,230","29,317","28,931",20.33K,-0.72%
"Mar 24, 2014","29,182","29,810","29,810","29,141",18.00K,-2.24%
"Mar 21, 2014","29,850","29,893","30,038","29,817",11.96K,-0.25%
"Mar 20, 2014","29,924","30,110","30,168","29,885",14.01K,-0.81%
"Mar 19, 2014","30,169","30,392","30,416","30,122",13.68K,-0.72%
"Mar 18, 2014","30,389","30,511","30,511","30,311",15.94K,-0.55%
"Mar 17, 2014","30,557","30,699","30,710","30,525",5.19K,-0.53%
"Mar 14, 2014","30,719","30,730","30,849","30,610",19.04K,0.07%
"Mar 13, 2014","30,697","30,677","30,735","30,492",15.38K,0.23%
"Mar 12, 2014","30,627","30,468","30,690","30,468",19.02K,0.68%
"Mar 11, 2014","30,421","30,301","30,515","30,166",23.17K,0.31%
"Mar 10, 2014","30,327","30,253","30,350","30,145",13.50K,0.07%
"Mar 07, 2014","30,307","30,361","30,514","30,130",19.38K,-0.36%
"Mar 06, 2014","30,416","30,350","30,446","30,105",21.50K,-5.98%
"Mar 05, 2014","32,351","31,200","32,500","30,770",1.49K,3.94%
"Mar 04, 2014","31,126","31,500","32,379","31,090",1.31K,-2.89%
"Mar 03, 2014","32,051","30,700","32,279","30,700",5.67K,4.63%
"Feb 28, 2014","30,634","30,820","30,895","30,567",16.20K,-0.66%
"Feb 27, 2014","30,839","30,884","30,917","30,788",4.41K,0.09%
"Feb 26, 2014","30,810","30,951","30,969","30,677",14.74K,-0.52%
"Feb 25, 2014","30,972","30,929","30,999","30,817",12.76K,0.15%
"Feb 24, 2014","30,927","30,633","30,975","30,633",12.90K,0.81%
"Feb 21, 2014","30,677","30,590","30,749","30,522",12.33K,0.23%
"Feb 20, 2014","30,608","30,680","30,680","30,507",12.46K,-0.34%
"Feb 19, 2014","30,712","30,686","30,865","30,405",20.72K,-0.18%
"Feb 18, 2014","30,766","30,600","30,790","30,511",18.18K,0.33%
"Feb 17, 2014","30,664","29,978","30,731","29,970",27.80K,2.45%
"Feb 14, 2014","29,932","29,750","29,949","29,750",11.85K,0.69%
"Feb 13, 2014","29,726","29,660","29,748","29,605",12.47K,0.09%
"Feb 12, 2014","29,698","29,650","29,724","29,580",10.77K,0.09%
"Feb 11, 2014","29,670","29,500","29,700","29,500",14.74K,0.68%
"Feb 10, 2014","29,471","29,349","29,549","29,349",11.91K,0.55%
"Feb 07, 2014","29,310","29,259","29,440","29,259",14.62K,0.27%
"Feb 06, 2014","29,231","29,273","29,448","29,211",18.56K,-1.64%
"Feb 05, 2014","29,719","29,515","30,100","29,515",4.49K,0.63%
"Feb 04, 2014","29,534","29,722","29,821","29,520",3.16K,-0.86%
"Feb 03, 2014","29,789","29,502","29,850","29,402",11.76K,1.04%
"Jan 31, 2014","29,482","29,481","29,679","29,355",15.20K,-0.06%
"Jan 30, 2014","29,499","29,849","29,913","29,470",15.91K,-1.13%
"Jan 29, 2014","29,835","29,570","29,890","29,479",18.14K,0.70%
"Jan 28, 2014","29,628","29,871","29,871","29,586",18.13K,-0.93%
"Jan 27, 2014","29,905","29,682","29,929","29,682",22.12K,1.12%
"Jan 24, 2014","29,574","29,399","29,696","29,345",20.39K,0.61%
"Jan 23, 2014","29,394","29,230","29,468","29,116",30.84K,0.43%
"Jan 22, 2014","29,269","29,354","29,426","29,234",14.90K,-0.32%
"Jan 21, 2014","29,362","29,392","29,411","29,256",18.21K,-0.18%
"Jan 20, 2014","29,414","29,410","29,499","29,392",9.44K,0.10%
"Jan 17, 2014","29,385","29,132","29,415","29,054",17.64K,0.74%
"Jan 16, 2014","29,168","29,165","29,250","29,090",12.58K,0.06%
"Jan 15, 2014","29,150","29,161","29,180","29,002",13.98K,-0.16%
"Jan 14, 2014","29,198","29,289","29,390","29,155",10.60K,-0.39%
"Jan 13, 2014","29,312","29,170","29,330","29,133",13.78K,0.49%
"Jan 10, 2014","29,169","29,030","29,198","28,960",15.81K,0.59%
"Jan 09, 2014","28,997","28,990","29,053","28,865",15.13K,0.22%
"Jan 08, 2014","28,934","28,916","29,029","28,820",18.14K,-0.09%
"Jan 07, 2014","28,959","29,130","29,195","28,912",18.71K,-0.55%
"Jan 06, 2014","29,119","29,300","29,395","29,051",24.38K,-0.55%
"Jan 04, 2014","29,279","29,279","29,279","29,279",0,-1.51%
"Jan 03, 2014","29,727","30,031","30,125","29,539",3.05K,-0.83%
"Jan 02, 2014","29,975","29,678","30,050","29,678",3.14K,1.47%
"Jan 01, 2014","29,542","29,435","29,598","29,340",2.93K,0.25%
"Dec 31, 2013","29,469","29,274","29,500","29,084",10.61K,0.45%
"Dec 30, 2013","29,337","29,320","29,462","29,280",7.74K,-0.41%
"Dec 27, 2013","29,457","29,479","29,511","29,280",10.41K,-0.02%
"Dec 26, 2013","29,464","29,487","29,660","29,411",11.98K,-0.13%
"Dec 24, 2013","29,502","29,380","29,530","29,341",9.31K,0.22%
"Dec 23, 2013","29,436","29,555","29,628","29,400",11.58K,-0.64%
"Dec 20, 2013","29,625","29,319","29,699","29,225",22.49K,1.01%
"Dec 19, 2013","29,330","29,660","29,660","29,312",18.89K,-1.27%
"Dec 18, 2013","29,706","29,500","29,754","29,500",17.95K,0.81%
"Dec 17, 2013","29,468","29,723","29,820","29,410",22.03K,-0.70%
"Dec 16, 2013","29,675","29,955","29,969","29,518",29.61K,-1.10%
"Dec 13, 2013","30,004","29,730","30,042","29,626",18.27K,0.90%
"Dec 12, 2013","29,736","30,028","30,079","29,700",20.22K,-0.85%
"Dec 11, 2013","29,991","30,103","30,242","29,830",21.60K,-0.55%
"Dec 10, 2013","30,158","29,935","30,180","29,910",20.02K,0.85%
"Dec 09, 2013","29,903","29,670","29,940","29,575",16.04K,0.60%
"Dec 06, 2013","29,724","30,019","30,034","29,680",26.45K,-1.65%
"Dec 05, 2013","30,223","30,499","30,600","30,100",0.73K,-1.08%
"Dec 04, 2013","30,552","30,267","30,700","30,083",0.25K,1.05%
"Dec 03, 2013","30,235","29,950","30,240","29,904",1.08K,0.95%
"Dec 02, 2013","29,949","30,060","30,166","29,872",3.47K,-0.82%
"Nov 29, 2013","30,197","30,319","30,416","30,046",15.54K,-0.44%
"Nov 28, 2013","30,331","30,350","30,420","30,100",13.84K,-0.16%
"Nov 27, 2013","30,380","30,681","30,800","30,285",22.76K,-0.96%
"Nov 26, 2013","30,673","30,957","31,100","30,639",18.11K,-0.71%
"Nov 25, 2013","30,892","30,614","30,949","30,460",22.43K,0.78%
"Nov 22, 2013","30,652","30,962","31,045","30,610",20.13K,-1.14%
"Nov 21, 2013","31,004","30,716","31,078","30,623",24.14K,0.81%
"Nov 20, 2013","30,755","30,890","31,117","30,720",25.89K,-0.47%
"Nov 19, 2013","30,901","30,591","30,950","30,525",21.33K,0.91%
"Nov 18, 2013","30,623","30,860","30,909","30,590",19.65K,-0.93%
"Nov 15, 2013","30,911","30,850","30,933","30,805",7.70K,0.10%
"Nov 14, 2013","30,880","30,629","30,970","30,570",20.98K,0.90%
"Nov 13, 2013","30,604","30,851","30,851","30,552",23.03K,-1.03%
"Nov 12, 2013","30,924","30,740","30,960","30,652",22.83K,0.51%
"Nov 11, 2013","30,768","30,381","30,979","30,381",23.71K,1.32%
"Nov 08, 2013","30,366","30,540","30,699","30,330",24.84K,-0.66%
"Nov 07, 2013","30,569","30,690","30,860","30,437",31.14K,-0.43%
"Nov 06, 2013","30,700","30,420","30,754","30,356",21.91K,-2.05%
"Nov 05, 2013","31,344","31,482","31,600","31,120",0.85K,-0.03%
"Nov 04, 2013","31,353","31,400","31,498","31,321",0.26K,-0.27%
"Nov 03, 2013","31,437","31,501","31,515","31,401",0.20K,0.20%
"Nov 01, 2013","31,373","31,280","31,488","31,231",2.67K,0.49%
"Oct 31, 2013","31,221","31,277","31,341","31,111",14.40K,-0.57%
"Oct 30, 2013","31,400","31,524","31,799","31,302",22.07K,-0.29%
"Oct 29, 2013","31,491","32,174","32,390","31,345",31.99K,-2.06%
"Oct 28, 2013","32,154","31,960","32,420","31,852",20.61K,0.57%
"Oct 25, 2013","31,972","31,751","32,040","31,626",21.77K,0.50%
"Oct 24, 2013","31,812","31,347","31,850","31,347",22.16K,1.51%
"Oct 23, 2013","31,339","31,155","31,439","31,150",16.92K,0.27%
"Oct 22, 2013","31,255","30,838","31,281","30,755",25.41K,1.36%
"Oct 21, 2013","30,837","30,452","30,860","30,452",17.67K,1.19%
"Oct 18, 2013","30,473","30,457","30,778","30,371",24.47K,-0.38%
"Oct 17, 2013","30,590","30,144","30,641","29,825",31.60K,1.50%
"Oct 16, 2013","30,137","30,149","30,267","29,951",13.76K,0.14%
"Oct 15, 2013","30,096","29,801","30,129","29,560",31.07K,0.43%
"Oct 14, 2013","29,968","29,450","30,222","29,255",26.50K,1.74%
"Oct 11, 2013","29,455","29,700","29,745","29,389",25.15K,-1.12%
"Oct 10, 2013","29,790","29,975","30,110","29,701",24.31K,-0.51%
"Oct 09, 2013","29,942","30,142","30,177","29,725",24.43K,-0.59%
"Oct 08, 2013","30,121","30,599","30,637","30,005",33.24K,-1.32%
"Oct 07, 2013","30,523","30,150","30,579","30,150",24.54K,-0.17%
"Oct 04, 2013","30,575","31,096","31,207","30,380",0.64K,-2.00%
"Oct 03, 2013","31,199","31,051","31,487","30,750",1.27K,0.70%
"Oct 01, 2013","30,981","31,494","31,499","30,800",4.97K,-0.51%
"Sep 30, 2013","31,141","31,089","31,409","30,823",25.06K,-0.07%
"Sep 27, 2013","31,164","30,161","31,285","30,090",34.58K,3.12%
"Sep 26, 2013","30,222","30,561","30,630","30,156",30.28K,-1.26%
"Sep 25, 2013","30,609","30,294","30,670","30,294",33.90K,1.07%
"Sep 24, 2013","30,284","30,359","30,429","30,050",28.70K,-0.27%
"Sep 23, 2013","30,365","30,201","30,410","29,924",30.99K,0.18%
"Sep 20, 2013","30,309","30,900","30,990","30,255",44.22K,-2.18%
"Sep 19, 2013","30,985","30,898","31,121","30,570",43.98K,1.68%
"Sep 18, 2013","30,474","30,000","30,560","29,571",44.85K,1.19%
"Sep 17, 2013","30,117","30,296","30,770","29,981",46.57K,-0.59%
"Sep 16, 2013","30,295","30,381","30,381","29,770",37.79K,-0.89%
"Sep 14, 2013","30,566","29,971","30,755","29,971",5.61K,2.18%
"Sep 13, 2013","29,915","30,389","30,430","29,860",40.48K,-1.23%
"Sep 12, 2013","30,289","30,836","30,862","30,110",48.65K,-1.90%
"Sep 11, 2013","30,876","30,999","31,251","30,602",35.53K,-0.05%
"Sep 10, 2013","30,890","31,550","31,640","30,708",42.34K,-2.42%
"Sep 09, 2013","31,657","31,900","32,079","31,607",14.37K,-1.19%
"Sep 07, 2013","32,039","32,130","32,199","31,922",1.41K,0.11%
"Sep 06, 2013","32,003","32,280","32,404","31,686",48.46K,-3.31%
"Sep 05, 2013","33,099","32,900","33,900","32,725",0.42K,-0.37%
"Sep 04, 2013","33,221","34,642","34,642","33,057",0.39K,-4.27%
"Sep 03, 2013","34,702","33,130","34,866","33,130",0.73K,4.13%
"Sep 02, 2013","33,326","33,300","33,451","32,911",2.53K,-0.31%
"Aug 31, 2013","33,431","33,317","33,495","33,301",2.36K,-0.19%
"Aug 30, 2013","33,494","33,800","33,831","32,899",23.38K,-1.00%
"Aug 29, 2013","33,834","33,399","34,099","33,165",27.67K,0.65%
"Aug 28, 2013","33,616","34,100","35,376","33,345",43.38K,-1.27%
"Aug 27, 2013","34,050","32,200","34,174","32,200",38.97K,6.09%
"Aug 26, 2013","32,095","31,981","32,329","31,900",26.03K,0.11%
"Aug 24, 2013","32,060","32,185","32,243","32,001",2.45K,-0.48%
"Aug 23, 2013","32,214","31,548","32,275","31,250",39.40K,2.46%
"Aug 22, 2013","31,440","31,727","31,990","31,351",38.83K,-1.06%
"Aug 21, 2013","31,777","31,180","31,849","30,982",36.98K,1.87%
"Aug 20, 2013","31,194","31,600","31,650","30,638",36.55K,-1.24%
"Aug 19, 2013","31,585","31,500","31,666","31,134",27.98K,0.74%
"Aug 17, 2013","31,353","31,216","31,405","31,011",6.69K,0.57%
"Aug 16, 2013","31,175","29,520","31,266","29,520",44.18K,5.69%
"Aug 14, 2013","29,497","29,184","29,548","28,989",31.45K,1.23%
"Aug 13, 2013","29,139","29,250","29,559","29,013",42.85K,-0.31%
"Aug 12, 2013","29,230","28,237","29,350","28,237",41.59K,3.74%
"Aug 10, 2013","28,176","28,199","28,199","28,155",1.17K,0.07%
"Aug 09, 2013","28,156","28,150","28,248","28,000",13.98K,0.06%
"Aug 08, 2013","28,140","27,945","28,186","27,781",37.47K,0.86%
"Aug 07, 2013","27,901","27,777","27,940","27,581",35.63K,0.28%
"Aug 06, 2013","27,822","27,945","28,144","27,787",40.37K,-4.90%
"Aug 05, 2013","29,254","28,814","29,545","28,800",1.31K,1.82%
"Aug 03, 2013","28,732","28,700","28,787","28,600",0.49K,0.25%
"Aug 02, 2013","28,659","28,375","28,800","28,000",1.86K,1.36%
"Aug 01, 2013","28,275","28,490","28,490","28,110",5.96K,-0.23%
"Jul 31, 2013","28,341","28,720","29,094","28,011",47.05K,-1.18%
"Jul 30, 2013","28,680","28,170","28,738","28,067",46.66K,1.54%
"Jul 29, 2013","28,244","27,603","28,444","27,462",49.91K,2.20%
"Jul 27, 2013","27,637","27,475","27,665","27,475",7.48K,0.75%
"Jul 26, 2013","27,432","27,440","27,570","27,230",43.51K,-0.06%
"Jul 25, 2013","27,448","27,292","27,485","27,061",48.62K,0.59%
"Jul 24, 2013","27,286","27,635","27,758","27,261",42.55K,-1.14%
"Jul 23, 2013","27,601","27,586","27,688","27,477",36.31K,0.07%
"Jul 22, 2013","27,583","26,766","27,644","26,766",49.19K,3.17%
"Jul 20, 2013","26,736","26,759","26,778","26,720",2.32K,0.04%
"Jul 19, 2013","26,726","26,750","26,827","26,630",30.76K,0.13%
"Jul 18, 2013","26,691","26,430","26,719","26,430",42.42K,1.17%
"Jul 17, 2013","26,383","26,531","26,825","26,267",52.41K,-0.44%
"Jul 16, 2013","26,500","26,445","26,650","26,369",41.60K,0.13%
"Jul 15, 2013","26,465","26,786","26,939","26,425",43.20K,-1.09%
"Jul 13, 2013","26,758","26,680","26,780","26,680",4.33K,0.51%
"Jul 12, 2013","26,621","26,712","26,715","26,455",36.70K,-0.28%
"Jul 11, 2013","26,697","26,193","26,872","26,193",47.12K,2.20%
"Jul 10, 2013","26,122","26,039","26,260","25,985",36.22K,0.34%
"Jul 09, 2013","26,034","26,100","26,309","26,005",42.43K,-0.38%
"Jul 08, 2013","26,133","26,099","26,190","25,911",36.48K,0.33%
"Jul 06, 2013","26,048","25,919","26,075","25,895",4.89K,0.44%
"Jul 05, 2013","25,933","26,350","26,350","25,754",0.88K,-1.04%
"Jul 04, 2013","26,205","26,250","26,344","26,182",1.01K,-0.66%
"Jul 03, 2013","26,379","26,020","26,468","26,020",1.14K,1.76%
"Jul 02, 2013","25,922","26,032","26,270","25,821",1.99K,-0.25%
"Jul 01, 2013","25,987","25,765","26,100","25,641",9.59K,1.06%
"Jun 29, 2013","25,714","25,730","25,778","25,689",5.84K,0.32%
"Jun 28, 2013","25,633","25,399","25,713","24,912",77.85K,0.76%
"Jun 27, 2013","25,440","26,238","26,349","25,324",60.07K,-2.96%
"Jun 26, 2013","26,216","26,605","26,605","25,845",78.17K,-1.59%
"Jun 25, 2013","26,640","26,770","26,862","26,593",52.42K,-0.57%
"Jun 24, 2013","26,793","27,111","27,111","26,720",55.29K,-1.10%
"Jun 22, 2013","27,092","27,050","27,124","27,050",2.59K,0.26%
"Jun 21, 2013","27,022","26,982","27,069","26,785",58.64K,0.23%
"Jun 20, 2013","26,959","27,982","27,982","26,915",112.25K,-3.86%
"Jun 19, 2013","28,042","27,986","28,099","27,882",37.74K,0.15%
"Jun 18, 2013","27,999","27,913","28,149","27,874",53.20K,0.35%
"Jun 17, 2013","27,902","27,944","27,988","27,780",39.46K,-0.04%
"Jun 15, 2013","27,914","27,865","27,942","27,865",2.81K,0.23%
"Jun 14, 2013","27,850","27,777","27,887","27,615",50.38K,0.18%
"Jun 13, 2013","27,799","27,997","28,179","27,754",59.72K,-0.58%
"Jun 12, 2013","27,960","27,900","27,990","27,640",58.38K,0.20%
"Jun 11, 2013","27,904","28,045","28,295","27,721",66.20K,-0.34%
"Jun 10, 2013","28,000","27,589","28,025","27,581",62.63K,1.61%
"Jun 08, 2013","27,555","27,502","27,576","27,461",2.13K,0.13%
"Jun 07, 2013","27,520","27,801","27,998","27,404",71.62K,-1.17%
"Jun 06, 2013","27,847","27,580","27,930","27,440",73.30K,1.33%
"Jun 05, 2013","27,481","27,073","27,715","27,000",1.08K,1.86%
"Jun 04, 2013","26,978","27,300","27,300","26,865",2.84K,-0.92%
"Jun 03, 2013","27,228","26,850","27,350","26,651",3.84K,1.49%
"Jun 01, 2013","26,829","26,889","27,000","26,815",5.61K,-0.29%
"May 31, 2013","26,908","27,244","27,382","26,880",53.17K,-1.12%
"May 30, 2013","27,213","26,655","27,264","26,604",61.52K,1.97%
"May 29, 2013","26,686","26,524","26,714","26,444",42.43K,0.80%
"May 28, 2013","26,473","26,440","26,793","26,262",66.97K,-0.03%
"May 27, 2013","26,482","26,500","26,532","26,411",21.00K,0.03%
"May 24, 2013","26,474","26,500","26,597","26,320",47.31K,-0.09%
"May 23, 2013","26,497","26,100","26,539","26,100",79.64K,1.70%
"May 22, 2013","26,053","26,210","26,727","26,000",88.08K,-0.52%
"May 21, 2013","26,188","26,195","26,423","25,935",73.26K,0.02%
"May 20, 2013","26,184","25,900","26,460","25,461",75.95K,1.00%
"May 18, 2013","25,924","25,920","25,941","25,888",3.63K,-0.23%
"May 17, 2013","25,985","26,170","26,217","25,886",72.59K,-0.95%
"May 16, 2013","26,235","26,300","26,300","25,910",103.46K,-0.43%
"May 15, 2013","26,347","26,705","26,705","26,221",103.55K,-1.43%
"May 14, 2013","26,728","26,890","26,925","26,670",70.37K,-0.52%
"May 13, 2013","26,867","26,928","26,928","26,686",71.24K,-0.51%
"May 11, 2013","27,006","26,877","27,024","26,877",7.69K,0.57%
"May 10, 2013","26,854","27,139","27,139","26,605",94.99K,-1.16%
"May 09, 2013","27,169","27,134","27,227","26,956",61.68K,0.26%
"May 08, 2013","27,099","26,765","27,154","26,720",67.47K,1.38%
"May 07, 2013","26,730","27,070","27,080","26,605",74.13K,-1.37%
"May 06, 2013","27,100","26,980","27,237","26,980",51.41K,-0.18%
"May 04, 2013","27,150","27,234","27,234","27,080",0.21K,0.09%
"May 03, 2013","27,125","27,163","27,440","26,979",1.02K,-0.02%
"May 02, 2013","27,130","26,800","27,167","26,670",1.72K,1.58%
"May 01, 2013","26,708","26,880","26,950","26,442",4.26K,-1.06%
"Apr 30, 2013","26,994","27,203","27,240","26,882",21.21K,-0.91%
"Apr 29, 2013","27,243","27,270","27,319","27,106",23.69K,0.19%
"Apr 27, 2013","27,192","27,121","27,225","27,100",2.13K,0.54%
"Apr 26, 2013","27,045","27,210","27,437","26,910",43.77K,-0.29%
"Apr 25, 2013","27,123","26,490","27,195","26,490",44.74K,2.65%
"Apr 24, 2013","26,423","26,210","26,480","26,210",22.41K,0.84%
"Apr 23, 2013","26,204","26,390","26,430","26,082",51.37K,-0.58%
"Apr 22, 2013","26,357","25,990","26,500","25,990",51.03K,1.53%
"Apr 20, 2013","25,959","25,820","25,975","25,794",6.64K,0.98%
"Apr 19, 2013","25,708","25,727","25,930","25,600",25.11K,0.43%
"Apr 18, 2013","25,598","25,463","25,750","25,270",60.23K,0.10%
"Apr 17, 2013","25,572","25,600","25,780","25,340",54.66K,-0.30%
"Apr 16, 2013","25,649","25,333","25,956","25,081",94.61K,0.75%
"Apr 15, 2013","25,458","27,501","27,501","25,260",145.06K,-8.12%
"Apr 13, 2013","27,708","27,790","27,806","27,500",12.82K,-0.94%
"Apr 12, 2013","27,970","28,958","29,020","27,913",82.54K,-3.47%
"Apr 11, 2013","28,974","29,056","29,080","28,870",44.75K,-0.18%
"Apr 10, 2013","29,025","29,434","29,492","28,981",53.04K,-1.31%
"Apr 09, 2013","29,409","29,274","29,482","29,216",35.51K,0.37%
"Apr 08, 2013","29,302","29,500","29,535","29,239",31.69K,-0.75%
"Apr 06, 2013","29,522","29,521","29,568","29,492",3.27K,0.80%
"Apr 05, 2013","29,288","28,936","29,315","28,870",3.72K,1.10%
"Apr 04, 2013","28,968","28,751","29,060","28,639",3.99K,0.50%
"Apr 03, 2013","28,823","28,999","29,145","28,721",6.27K,-1.11%
"Apr 02, 2013","29,146","29,451","29,508","29,107",13.32K,-1.10%
"Apr 01, 2013","29,470","29,329","29,515","29,329",31.95K,0.30%
"Mar 30, 2013","29,382","29,441","29,476","29,200",21.45K,-0.20%
"Mar 28, 2013","29,441","29,572","29,595","29,426",41.60K,-0.59%
"Mar 27, 2013","29,615","29,451","29,639","29,415",22.75K,0.42%
"Mar 26, 2013","29,491","29,547","29,547","29,430",38.00K,-0.31%
"Mar 25, 2013","29,584","29,677","29,677","29,343",68.02K,-0.36%
"Mar 23, 2013","29,691","29,685","29,699","29,678",1.91K,0.05%
"Mar 22, 2013","29,675","29,776","29,803","29,640",39.84K,-0.48%
"Mar 21, 2013","29,818","29,654","29,838","29,605",49.58K,0.47%
"Mar 20, 2013","29,678","29,837","29,840","29,655",46.66K,-0.61%
"Mar 19, 2013","29,861","29,514","29,880","29,362",78.65K,1.08%
"Mar 18, 2013","29,543","29,390","29,638","29,390",67.95K,0.57%
"Mar 16, 2013","29,377","29,374","29,383","29,350",2.45K,0.06%
"Mar 15, 2013","29,359","29,367","29,438","29,301",48.17K,-0.09%
"Mar 14, 2013","29,385","29,462","29,500","29,266",69.34K,-0.34%
"Mar 13, 2013","29,485","29,426","29,595","29,412",64.23K,0.13%
"Mar 12, 2013","29,446","29,347","29,520","29,327",58.52K,0.41%
"Mar 11, 2013","29,327","29,380","29,463","29,301",45.63K,-0.11%
